email;skill
zgutierrez@example.org;word
zgutierrez@example.org;c++
zgutierrez@example.org;creativity
zgutierrez@example.org;critical thinking
zhunter@example.com;html
zhunter@example.com;powerpoint
zhunter@example.com;teamwork
zhunter@example.com;adaptability
zhunter@example.com;autocad
zhunter@example.com;cybersecurity
zhunter@example.com;emotional intelligence
zhunter@example.com;negotiation
zjohnson@example.org;c++
zjohnson@example.org;word
zjohnson@example.org;graphic design
zjohnson@example.org;public speaking
zjohnson@example.org;sales
zlee@example.org;html
zlee@example.org;illustrator
zlee@example.org;css
zlee@example.org;sql
zmitchell@example.com;creativity
zmitchell@example.com;cybersecurity
zmitchell@example.com;data analysis
zmitchell@example.com;problem-solving
zmitchell@example.com;programming
zmitchell@example.com;r
zmitchell@example.com;cloud computing
zmitchell@example.com;emotional intelligence
zmitchell@example.com;negotiation
znash@example.net;emotional intelligence
znash@example.net;photoshop
znash@example.net;public speaking
znash@example.net;technical writing
